Abraham_Lincoln
Oswald_of_Northumbria
Saki
Tonyukuk
Tulsa_race_riot
Tom_Burnett
Truncated_icosahedron
Tizoc
Tupac_Shakur
Stonewall_Jackson
Valens
Vitellius
Violette_Szabo
Videos_and_audio_recordings_of_Osama_bin_Laden
William_McKinley
Wilson_Flagg
William_Marsh_Rice
Wilhelm_Gustloff
Wenceslaus_I,_Duke_of_Bohemia
Moustapha_Akkad
Roland_Freisler
Thomas_Becket
Ion_Antonescu
Roland_Georges_Garros
Pope_Leo_V
John_of_Bohemia
Hypatia
Albert_I_of_Germany
Richard_Somers
Pope_Benedict_XVI
Dub,_King_of_Scotland
Harold_Godwinson
Carter_Harrison_Sr.
Anton_Cermak
James_A._Garfield
Sviatoslav_I_of_Kiev
Helmut_Schmidt
Marien_Ngouabi
Władysław_III_of_Poland
Aurelian
Edith_Stein
Yitzhak_Rabin
Commodus
Andrzej_Wajda
Phoolan_Devi
Sharon_Tate
Giovanni_Falcone
Edward_II_of_England
Dayananda_Saraswati
Pim_Fortuyn
Louis_II_of_Hungary
Peter_III_of_Russia
Xerxes_I
Xerxes_II_of_Persia
Wilfred_Owen
Richard_II_of_England
Catiline
Edward_Thomas_(poet)
Henry_VI_of_England
Marcus_Licinius_Crassus
Lucius_Cornelius_Cinna
Darius_III
Edward_the_Martyr
Llywelyn_ap_Gruffudd
Hedd_Wyn
Simon_de_Montfort,_6th_Earl_of_Leicester
Magnus_Maximus
Patrice_Lumumba
Laurent-Désiré_Kabila
Anwar_Sadat
Itō_Hirobumi
Richard_Neville,_16th_Earl_of_Warwick
Alexandra_Feodorovna_(Alix_of_Hesse)
Caracalla
James_IV_of_Scotland
Gaius_Julius_Vindex
Julius_Nepos
Mohammed_Daoud_Khan
Valerian_(emperor)
Aldo_Moro
Chandra_Levy
Muammar_Gaddafi
Edith_Cavell
Archimedes'_screw
Ngo_Dinh_Diem
Olof_Palme
Philip_II_of_Macedon
Lysander
Puyi
Francisco_Pizarro
David_Stirling
Wells,_Somerset
Roberto_Calvi
Arkan
Wilhelm_Canaris
Henry_IV_of_France
Desmond_Llewelyn
Vladimir_Atlasov
Sergey_Kirov
James_I_of_Scotland
Columbine_High_School_massacre
Dunblane_school_massacre
Sadao_Munemori
Gary_Gordon
Randy_Shughart
Alcibiades
Jean-Paul_Marat
Lidice_massacre
Oradour-sur-Glane_massacre
Napoléon,_Prince_Imperial
Maarten_Tromp
Burma_Railway
Claus_von_Stauffenberg
Max_Jacob
Piet_Pieterszoon_Hein
Joyce_Kilmer
Constantine_XI_Palaiologos
Peter_II_of_Aragon
Bombing_of_Dresden
William_Hope_Hodgson
Anastasio_Somoza_Debayle
Óscar_Romero
Other_Losses
Harald_Greycloak
Harald_Hardrada
Harald_Gille
Eric_Bloodaxe
Haakon_the_Good
Olaf_Tryggvason
Alfonso_V_of_León
Túpac_Amaru
Henry_II_the_Pious
Ferdinand_Porsche
Grand_Duchess_Tatiana_Nikolaevna_of_Russia
Lluís_Companys
Urijah
Boniface,_Count_of_Savoy
Mordechai_Anielewicz
Tiberius_Gracchus
Pekah
Naboth
Herbert_Kitchener,_1st_Earl_Kitchener
Selena
Henry_Stuart,_Lord_Darnley
Stanisława_Walasiewicz
Maximilian_Kolbe
David_Rizzio
Billy_Wright_(loyalist)
Henry_Percy_(Hotspur)
Ghezo
Babi_Yar
Totila
Justinian_II
Leo_V_the_Armenian
Nikephoros_I
Nikephoros_II_Phokas
Numerian
William_the_Silent
Michael_III
Marcus_Aurelius_Probus
Licinius
Valentinian_III
Gratian
Pedro_de_Alvarado
Britannicus
Decius
Majorian
Karl-Otto_Koch
Grand_Duchess_Anastasia_Nikolaevna_of_Russia
Petra_Kelly
Folke_Bernadotte
Flavius_Aetius
Henry_III_of_France
Maxentius
Berthold_Schenk_Graf_von_Stauffenberg
Publius_Cornelius_Dolabella
Ali_Hassan_Salameh
Carinus
Brian_Boru
Richard_of_York,_3rd_Duke_of_York
Godigisel
Stephen,_Count_of_Blois
Ngô_Đình_Nhu
Sidney_James_(footballer)
Stilicho
Uthman
Umar
Ahmed_Yassin
Heinrich_Böll
Lucius_Afranius_(consul)
Epaminondas
Pelopidas
Ernst_Röhm
Kristallnacht
Leslie_Howard_(actor)
Antiochus_V_Eupator
Manfred_von_Richthofen
Dietrich_Bonhoeffer
Antiochus_II_Theos
Seleucus_I_Nicator
Perdiccas
King_Elah
Casimir_Pulaski
Emiliano_Zapata
Héctor_Camacho
Víctor_Jara
Robert_Guéï
Ptolemy_VI_Philometor
Seleucus_III_Ceraunus
Tostig_Godwinson
Hamilcar_Barca
Leonidas_I
Matthew_Shepard
Harris_County,_Georgia
Gerald_Bull
Michael_Collins_(Irish_leader)
Willem_Drees
Isaac_Brock
Seamus_Costello
Norbert_Zongo
Federico_García_Lorca
Airey_Neave
Marcus_Claudius_Marcellus
Centreville,_Alabama
Phil_Hartman
Saitō_Dōsan
Andrew_Goodman
Huey_Long
Robert_Bresson
George_Armstrong_Custer
Brandon_Teena
2002_Bali_bombings
Jedwabne_pogrom
Justo_José_de_Urquiza
Charles_XII_of_Sweden
Eric_XIV_of_Sweden
Julian_Grenfell
Charles_Sorley
Chilperic_I
Jasenovac_concentration_camp
Childeric_II
Ramiro_I_of_Aragon
Lillehammer_affair
Morganfield,_Kentucky
Hammond,_Louisiana
John_Howard,_1st_Duke_of_Norfolk
Duck_Hill,_Mississippi
Piers_Gaveston,_1st_Earl_of_Cornwall
Fort_George_G._Meade
Oswald_Teichmüller
Isaac_Rosenberg
Hormizd_II
Hormizd_IV
Naphtali_Daggett
Alfred_Delp
Yazdegerd_I
Yazdegerd_III
Bahram_IV
Shapur_III
Ardashir_III
Gordian_III
Gordian_II
Michiel_de_Ruyter
Thomas_D'Arcy_McGee
Anthemius
The_Notorious_B.I.G.
Pyotr_Bagration
Cajemé
Philip_the_Arab
Qaed_Salim_Sinan_al-Harethi
Ramesses_III
Domingo_Ugartechea
Anthony_Berry
Song_Jiaoren
Aspar
Ecgfrith_of_Northumbria
Penda_of_Mercia
Pancho_Villa
Pupienus_and_Balbinus
Bowling_for_Columbine
Edwin_of_Northumbria
Æthelfrith
Bob_Crane
Hugo_Spadafora
Merlin_Santana
Trebonianus_Gallus
Aemilianus
Olivier_Messiaen
Christopher_Ewart-Biggs
George_Villiers,_1st_Duke_of_Buckingham
Bardiya
Paul_Castellano
Herennius_Etruscus
Moors_murders
Duncan_II_of_Scotland
Duncan_I_of_Scotland
Marvin_Gaye
James_III_of_Scotland
Kenneth_III_of_Scotland
Constantine_III_of_Scotland
Cuilén
Indulf
Yury_of_Moscow
Feodor_II_of_Russia
Ivan_VI_of_Russia
Paul_I_of_Russia
Donald_Pleasence
John_P._O'Neill
Pertinax
Didius_Julianus
Jaco_Pastorius
Florianus
Bugsy_Siegel
Colditz_Castle
Olaf_II_of_Norway
Philip_of_Swabia
William_II_of_Holland
Adolf_of_Germany
Charles_the_Bold
Peter_of_Castile
Tscherim_Soobzokov
Ataulf
Buenaventura_Durruti
Sitting_Bull
Malmedy_massacre
Salvatore_Maranzano
Empress_Elisabeth_of_Austria
Geraint_of_Dumnonia
Crispus_Attucks
Marie_François_Sadi_Carnot
Paul_Doumer
Pierre_Laporte
F._F._E._Yeo-Thomas
Philip_Sidney
Murder_of_Samantha_Runnion
Joel_Barlow
Raymond_of_Poitiers
Bohemond_II_of_Antioch
Bruiser_Brody
Bleda
Jonathan_M._Wainwright_(general)
Quintus_Sertorius
Guillaume_Brune
Barthélemy_Catherine_Joubert
Shahrbaraz
Lyman_Bostock
Antiochus_VII_Sidetes
Ladislaus_IV_of_Hungary
Paul-Émile_Janson
Robert_Capa
Pierre_Harmel
Rafael_Trujillo
Milan_Šufflay
Walther_Rathenau
Grand_Duke_Michael_Alexandrovich_of_Russia
Lauri_Törni
Thomas_Overbury
Eduardo_Frei_Montalva
Nacht_und_Nebel
Henriette_Roosenburg
Thomas_Sankara
Stanley_Ketchel
Georgi_Markov
Archimedes_Palimpsest
Sal_Mineo
Antiochus_XII_Dionysus
Ricky_Byrdsong
Pier_Paolo_Pasolini
Dian_Fossey
Denholm_Elliott
Antiochus_IX_Cyzicenus
Salvador_(film)
Death_of_JonBenét_Ramsey
Mountain_Meadows_massacre
Raymond_Duchamp-Villon
Minamoto_no_Yoshinaka
Raoul_Wallenberg
Léopold_Sédar_Senghor
Luis_Vigoreaux
Eleoncio_Mercedes
King_Tubby
Joannes
François_Darlan
Franz_Marc
Ernie_Pyle
Rosa_Luxemburg
Hara_Takashi
Takahashi_Korekiyo
Osachi_Hamaguchi
Inukai_Tsuyoshi
Saitō_Makoto
George_Butterworth
Medgar_Evers
Edward_Braddock
Alexios_IV_Angelos
Vladimir_Dmitrievich_Nabokov
Lana_Clarkson
August_von_Kotzebue
Snub_cube
James_Wolfe
Simon_of_Trent
Huey_P._Newton
Ildibad
Manfred,_King_of_Sicily
Pontiac_(Ottawa_leader)
Otto_II_of_Lippe
Amy_Johnson
Frank_Luke
Doris_Miller
Alexei_Nikolaevich,_Tsarevich_of_Russia
Murder_of_Gwen_Araujo
Mikhail_Lermontov
Edward_O'Hare
Michael_Wittmann
George_I_of_Greece
Edward_of_Westminster,_Prince_of_Wales
Francis_Ledwidge
Nikolaas_Tinbergen
John_Moore_(British_Army_officer)
Franz_Bäke
Minamoto_no_Yoriie
Minamoto_no_Sanetomo
Edward_Bruce
René-Robert_Cavelier,_Sieur_de_La_Salle
Louis-Joseph_de_Montcalm
Hans_Langsdorff
Maximilian_von_Spee
Vladislav_Listyev
Peada_of_Mercia
Ross_McWhirter
Ōkubo_Toshimichi
Cain_and_Abel
Trygve_Bratteli
Oswald_Boelcke
Oliver_Law
Maxwell_Bodenheim
Benazir_Bhutto
Jean-Jacques_Dessalines
Corrie_Sanders
Solomon_Mikhoels
Lord_Frederick_Cavendish
Aníbal_Verón
Zoran_Đinđić
Harvey_Milk
Richard_Deane_(regicide)
Siger_of_Brabant
USS_Carl_Vinson
Zhang_Zizhong
Ferdinand_Lassalle
Ananda_Mahidol
Herbert_Wohlfarth
Gustavus_von_Tempsky
Prince_Louis_Rwagasore
François_Tombalbaye
Johann_Joachim_Winckelmann
Alexander_IV_of_Macedon
Fred_West
Géraud_Duroc
Heinrich_von_Vietinghoff
Arses_of_Persia
Tecumseh
Douglas_Bader
Alejandro_González_Malavé
Samuel_Underhill
Axel_von_Fersen_the_Younger
John_Gillespie_Magee,_Jr.
Daniel_Pearl
Abdullah_I_of_Jordan
Pat_Clayton
Richard_O'Connor
Setthathirath
Sisavang_Vatthana
William_Gott
Ulpian
Joanna_I_of_Naples
Geta_(emperor)
A._P._Hill
Charles_III_of_Naples
Theodahad
Hellfire_Pass
Annibale_Bergonzoli
Haji_Gilani
Michael_Schwerner
Halabja_chemical_attack
Faisal_of_Saudi_Arabia
Moritz_Schlick
April_8,_2003_journalist_deaths_by_U.S._fire
Heracles_of_Macedon
Ibrahim_of_the_Ottoman_Empire
Selim_III
Ian_Watt
Orfeo_Bartolini
Ian_Malone
Charles_George_Gordon
Edward_of_Norwich,_2nd_Duke_of_York
Klaus_Kinski
Kamal_Jumblatt
Leon_Klinghoffer
John_Hampden
Thomas_of_Woodstock,_1st_Duke_of_Gloucester
Lucius_Cary,_2nd_Viscount_Falkland
Holy_Child_of_La_Guardia
Peter_Blake_(sailor)
Pyotr_Stolypin
Murder_of_James_Byrd_Jr.
Essad_Pasha_Toptani
Publius_Cornelius_Scipio
Gnaeus_Cornelius_Scipio_Calvus
Ewald_Christian_von_Kleist
Dimebag_Darrell
Janusz_Korczak
Zebulon_Pike
Twinkie_defense
Lucius_Aemilius_Paullus_(consul_219_BC)
Jonestown
Samuel_Adams_(naval_officer)
Yi_Sun-sin
Abdul_Rahman_Al_Ghafiqi
Hannah_Szenes
Stanford_White
Ion_G._Duca
Antonio_José_de_Sucre
Terry_Lloyd
Richard_Antrim
Eloy_Alfaro
François_Séverin_Marceau-Desgraviers
Thomas_Picton
William_Ponsonby_(British_Army_officer)
Operation_Reinhard
Abner_Read
Noel_Godfrey_Chavasse
Otto_Kretschmer
John_Arnold_Austin
Cleon
Brasidas
Prince_Marko
Spencer_Perceval
Jean-Baptiste_Kléber
Ashikaga_Yoshiteru
Dodo_zu_Innhausen_und_Knyphausen
Elephant_(2003_film)
Francis_Nash
Isabel_Luberza_Oppenheimer
David_Guest_(communist)
Ior_Bock
Titus_Labienus
Lori_Piestewa
George_Brown_(Canadian_politician)
Publius_Clodius_Pulcher
John_Hunt_Morgan
Madge_Oberholtzer
Karel_Doorman
Palawan
James_Hamilton_(British_Army_officer,_born_1777)
Hans_Scholl
Sophie_Scholl
Kurt_Huber
World_War_II_casualties
Walter_Hallstein
Johann_de_Kalb
Lee_Morgan
John_Williams_(missionary)
Ramon_Berenguer_II,_Count_of_Barcelona
R._M._Hare
Humphrey_Stafford,_1st_Duke_of_Buckingham
Murder_of_John_Alan_West
Sheikh_Mujibur_Rahman
Ottokar_II_of_Bohemia
John_McCrae
Eugenius
Albrecht_von_Wallenstein
Jean_de_Brébeuf
John_Neville,_1st_Marquess_of_Montagu
Li_Yu_(Southern_Tang)
Lysimachus
Conrad_of_Montferrat
Jill_Dando
Adolf_Galland
Constans_II
Carlos_I_of_Portugal
Joy_Adamson
Samuel_Doe
Sebastian_of_Portugal
Death_of_Gregory_Glen_Biggs
Nancy_Spungen
Lembitu
Carl_Zeidler
Ernest_Farrar
Gudfred
Simon_Fraser_of_Balnain
George_Maniakes
Button_Gwinnett
Belle_Starr
George_Howe,_3rd_Viscount_Howe
Charles_Upham
Karađorđe
George_Wythe
The_Method_of_Mechanical_Theorems
Postumus
Roxana
Marcus_Aurelius_Marius
Laelianus
Umberto_Boccioni
Stanley_Clifford_Weyman
Edward_Canby
Diamond_Bessie
Jonas_Savimbi
Jovinus
Ernst_Thälmann
Josef_Čapek
Guangxu_Emperor
Sentosa
Robert_Brackenbury
Richard_Ratcliffe
Francis_Garnier
Kevin_O'Higgins
Max_Immelmann
Carlo_Tresca
George_Lincoln_Rockwell
Fernando_Pereira
Alexander_I_of_Yugoslavia
Zahra_Kazemi
Murder_of_Vincent_Chin
Radama_II
José_María_Reina_Barrios
Canute_IV_of_Denmark
Eric_IV_of_Denmark
Eric_V_of_Denmark
Albert_DeSalvo
James_E._Davis_(councilman)
The_Sand_Reckoner
Sir_Henry_Wilson,_1st_Baronet
Henri_Giraud
William_R._Tolbert_Jr.
Benigno_Aquino_Jr.
Truncated_tetrahedron
Truncated_octahedron
Truncated_cube
Fernand_Braudel
Nikolay_Bobrikov
William_B._Travis
James_Bowie
Rhombicosidodecahedron
Jihad_Ahmed_Jibril
Wenceslaus_III_of_Bohemia
Truncated_cuboctahedron
Nathan_Hale
Truncated_icosidodecahedron
Al_Bowlly
Charles_Horman
Snub_dodecahedron
Aben_Humeya
Marie_Trintignant
Sam_Hose
Eutychius_(exarch)
Kaloyan_of_Bulgaria
Jay_Sebring
Patrick_Cleburne
Thomas_C._Hindman
Concino_Concini
Andreu_Nin_Pérez
Giuliano_de'_Medici
Salvatore_Giuliano
Alessandro_de'_Medici,_Duke_of_Florence
Charles_Delestraint
Cerro_Maravilla_murders
Richard_Grenville
Canal_Hotel_bombing
Sérgio_Vieira_de_Mello
Charles_Péguy
Akhmad_Kadyrov
Lautaro
Raymond_Washington
Ilia_Pavlov
Friedrich_Paulus
Gillian_Clark_(aid_worker)
Erich_Hartmann
Ernst_Busch_(field_marshal)
Fiona_Watson
Floris_V,_Count_of_Holland
John_Geoghan
Artaxerxes_III
James_Kirk_(VC)
Nadia_Younes
Archibald_Yell
Doris_Angleton
Fred_Hampton
Empire_of_the_Sun
Elie_Hobeika
Mohammad_Baqir_al-Hakim
John_Newman_(Australian_politician)
Roger_Garaudy
Pierre_Terrail,_seigneur_de_Bayard
Guillaume_Gouffier,_seigneur_de_Bonnivet
Simon_Thassi
Ziaur_Rahman
Murtala_Mohammed
Ibrahim_Baré_Maïnassara
Juvénal_Habyarimana
Cyprien_Ntaryamira
Donald_MacDonald_(army_officer)
Li_Zicheng
Petrus_Ramus
Arthur_Helton
Yokoi_Shōnan
Adolph_Dubs
Simon_Bolivar_Buckner_Jr.
Birendra_of_Nepal
Vazgen_Sargsyan
Walton_Walker
Akechi_Mitsuhide
Gaspard_II_de_Coligny
Bataan_Death_March
Imagawa_Yoshimoto
William_Hay_Macnaghten
Alexander_Burnes
Joe_Fulks
Julius_Fučík_(journalist)
Anna_Lindh
Uriah_the_Hittite
Judas_Maccabeus
Ōmura_Masujirō
Sakamoto_Ryōma
Sasaki_Kojirō
Ronald_Searle
Carlos_Prats
Fernando_Buesa
Gianni_Versace
Murder_of_Yetunde_Price
Lindbergh_kidnapping
Kurt_von_Schleicher
Héctor_Germán_Oesterheld
Marc_Blitzstein
Hendrik_Verwoerd
Scott_La_Rock
Madalyn_Murray_O'Hair
Issey_Miyake
Jean-Baptiste_Bessières
Hans_Modrow
Qin_Er_Shi
Terry_Frost
Nikola_Šubić_Zrinski
Cäsar_Rüstow
Lazar_of_Serbia
Stevan_Sinđelić
Aqila_al-Hashimi
The_Persians
Ntare_V_of_Burundi
Mohammad_Beheshti
Aulus_Hirtius
Jean_Lannes
Jean_Victor_Marie_Moreau
Felipe_Carrillo_Puerto
Ken_Saro-Wiwa
Yigal_Amir
Luis_Carrero_Blanco
George_Lascelles,_7th_Earl_of_Harewood
SS_Cap_Arcona_(1927)
Murder_of_Balbir_Singh_Sodhi
Archimedes'_principle
William_Cowper_Brann
David_Beaton
Adam_Czerniaków
Megacles
Henry_I,_Duke_of_Guise
Andrée_de_Jongh
Ivan_Goremykin
Murder_of_Jesse_Dirkhising
Tanya_Savicheva
King_Dao_of_Zhou
King_Si_of_Zhou
Keith_Douglas
Sidney_Keyes
Pedro_Eugenio_Aramburu
Emperor_Ping_of_Han
Boutros_Ghali
Sean_Flynn_(photojournalist)
Aslan_Maskhadov
16th_Street_Baptist_Church_bombing
Patrick_Shaw-Stewart
Raymond_Asquith
Gengshi_Emperor_of_Han
Paul_Louis_Courier
Henry_Norwest
Emperor_Zhi_of_Han
Prince_of_Hongnong
Mithridates_I_of_Parthia
Takiji_Kobayashi
Cao_Mao
Tamiki_Hara
Pavel_Nakhimov
Friedrich_Münzer
Claude-Étienne_Michel
Murder_of_Adam_Walsh
William_Grover-Williams
Lloyd_Trigg
Piero_Capponi
Mardonius
Pinetop_Smith
Angel_Island_(California)
Bardas
Robert_Benoist
Owain_mab_Urien
Eric_Hebborn
Burke_and_Hare_murders
Italo_Balbo
Roméo_Sabourin
Frank_Pickersgill
Hipparchus_(son_of_Peisistratos)
Gustave_Biéler
Andrée_Borrel
Inês_de_Castro
Krystyna_Skarbek
William_Francis_Buckley
John_Kenneth_Macalister
Władysław_Sikorski
Tadeusz_Bór-Komorowski
Cecily_Lefort
Élise_Rivet
Serse
Tecun_Uman
Flossenbürg_concentration_camp
Yolande_Beekman
Madeleine_Damerment
Emanuel_Ringelblum
Sakae_Ōsugi
Sakuma_Shōzan
Sanada_Yukimura
Murder_of_Stephen_Lawrence
John_André
Callimachus_(polemarch)
Lilian_Rolfe
Denise_Bloch
Ranasinghe_Premadasa
Frederick_Schomberg,_1st_Duke_of_Schomberg
Jerzy_Popiełuszko
Erich_Salomon
John_Graham,_1st_Viscount_Dundee
Suzanne_Spaak
Nicolae_Iorga
Kurt_Eisner
Józef_Marcinkiewicz
Dorothy_Stratten
Stanisław_Saks
Venustiano_Carranza
Emin_Pasha
Pope_John_X
Eduard_Buchner
Oliver_Sipple
Dagobert_II
British_Columbia_Highway_16
Norbert_Jokl
Ben_Linder
Emperor_Hui_of_Jin
Jack_Agazarian
Gilbert_Norman
Diana_Rowden
John_Renshaw_Starr
Yahya_Ayyash
Killed_in_action
Jahandar_Shah
Theodore_Wright
Werner_Forssmann
Vera_Leigh
John_F._Reynolds
Przemysł_II
Frank_M._Robinson
Walter_Rodney
Charles_J._Watters
Joe_Masseria
Raynal_Bolling
Roger_Short
Bettina_Goislard
J._D._Tippit
Rashad_Khalifa
Kerem_Yılmazer
Truncated_dodecahedron
\"Wild_Bill\"_Hickok
Raymond_II,_Count_of_Tripoli
Mohamed_Boudiaf
Pons,_Count_of_Tripoli
Masaharu_Homma
Julia_Soaemias
Julia_Avita_Mamaea
Elijah_Parish_Lovejoy
Lloyd_Tilghman
Rashid_Minhas
Dong_Zhuo
Eric_Harris_and_Dylan_Klebold
Cassie_Bernall
Rachel_Scott
Columbine_High_School
Dutch_Schultz
Heinrich_von_Breymann
Turner_Ashby
Johan_Bernhard_Hjort
Robert_Gould_Shaw
William_Bridges_(general)
Louis,_Prince_of_Condé_(1530–1569)
Diadumenian
Noor_Inayat_Khan
James_Stewart,_1st_Earl_of_Moray
Balbinus
Pupienus
Francis,_Duke_of_Guise
Maurice_Rose
Marina_Raskova
Gaius_Julius_Priscus
Philip_Kearny
Johann_Trollmann
Shamil_Basayev
Ibn_al-Khattab
Chełm
'Abd_al-Ilah
Thorismund
Theodoric_II
Peter_Dmytruk
Stefan_Rowecki
Álvaro_Obregón
Rafic_Hariri
Black_Kettle
Symon_Petliura
Athaliah
Anastasio_Somoza_García
Satyendra_Dubey
Bruno_Schulz
Murder_of_Dru_Sjodin
Ilia_Chavchavadze
Mohammad-Ali_Rajai
John_Talbot,_1st_Earl_of_Shrewsbury
Sir_John_Hotham,_1st_Baronet
Haik_Hovsepian_Mehr
Abe_Reles
Nicholas_Herkimer
Henry_Montgomery_Lawrence
John_Davis_(English_explorer)
Erwin_von_Witzleben
Leo_Frank
Louis_Barthou
Abdul-Aziz_bin_Muhammad
Husayn_ibn_Ali
Lev_Dovator
Leo_IV,_King_of_Armenia
Hethum_II,_King_of_Armenia
Leo_III,_King_of_Armenia
Thoros_III,_King_of_Armenia
Noe_Itō
Ali
Henri_Cartier-Bresson
Leo_Ryan
Stephen_of_Armenia
Mleh,_Prince_of_Armenia
Constantine_II,_Prince_of_Armenia
Ruben_II,_Prince_of_Armenia
John_Thomas_(general)
Sogdianus_of_Persia
Abdel_Aziz_al-Rantisi
Theodor_Eicke
Daniel_Lewin
Emperor_Huai_of_Jin
Emperor_Min_of_Jin
Adolph_Coors_III
Domhnall_II,_Earl_of_Mar
Hiram_Bithorn
Philip_Christoph_von_Königsmarck
Gabriel_Narutowicz
Aleksandar_Stamboliyski
Erich_von_dem_Bach-Zelewski
Joachim_Fest
Iván_Calderón_(baseball)
Imad_Mughniyah
Richard_Bourke,_6th_Earl_of_Mayo
Rodger_Wilton_Young
Robert_Stethem
Glafcos_Clerides
Frank_Steunenberg
Katyn_(rural_locality)
Hasan_ibn_Ali
Haing_S._Ngor
Jane_McCrea
Simon_de_Montfort,_5th_Earl_of_Leicester
Guy_Gibson
John_Birch_(missionary)
Dingane_kaSenzangakhona
160th_Special_Operations_Aviation_Regiment_(Airborne)
Thomas_Johnson_(Kansas_politician)
Four_Chaplains
Empress_Myeongseong
Don_Bolles
Richard_O'Kane
Corneliu_Zelea_Codreanu
Henry_Percy,_1st_Earl_of_Northumberland
Henry_Percy,_2nd_Earl_of_Northumberland
Henry_Percy,_3rd_Earl_of_Northumberland
Sophie,_Duchess_of_Hohenberg
George_Porteous
John_Porteous_(soldier)
Ali_al-Ridha
Emmett_Till
Jeong_Mong-ju
Ahmed_Wali_Karzai
Nicole_Brown_Simpson
Ron_Goldman
John_Laurens
Gregor_Strasser
Ronald_Paul_Bucca
Thomas_Pakenham,_5th_Earl_of_Longford
William_Brandon_(standard-bearer)
Sigebert_I
Galswintha
Ezzedine_Salim
Pekahiah
Zechariah_of_Israel
Herbert_Lange
Ma'alot_massacre
Allard_K._Lowenstein
Sidney_Reilly
Matija_Ljubek
Al-Walid_II
Trevor_Berbick
Elias_Boudinot_(Cherokee)
Helmuth_James_Graf_von_Moltke
Cleveland_Torso_Murderer
Black_Dahlia
Emperor_An_of_Jin
William_FitzOsbern,_1st_Earl_of_Hereford
Emperor_Gong_of_Jin
John_Baskeyfield
Roger_Mortimer,_4th_Earl_of_March
Chico_Mendes
Hijikata_Toshizō
Dany_Chamoun
Edward_Pakenham
Richard_Ratsimandrava
Fritz_Thiedemann
Magnus_Barefoot
Ernst_Lindemann
Yuri_Kondratyuk
Jaromír,_Duke_of_Bohemia
William_Cavendish,_Marquess_of_Hartington
Isaac_Stevens
Vilém_Kinský
Fedor_von_Bock
Józef_Poniatowski
Édouard_Mortier,_duc_de_Trévise
Gongmin_of_Goryeo
Francisco_Solano_López
Bona_Sforza
Robert_Ross_(British_Army_officer)
Henryk_Sławik
Ossie_Clark
Zhao_Shangzhi
Kofi_Awoonor
Tesfaye_Gebre_Kidan
Jehoram_of_Israel
Hussein_Kamel_al-Majid
Gorch_Fock_(author)
Dymphna
Murder_of_Polly_Klaas
Murder_of_Megan_Kanka
War_crimes_in_occupied_Poland_during_World_War_II
Liaquat_Ali_Khan
Arnold_Rothstein
Silas_Soule
JoAnn_Wilson
Robert_Desnos
Chlodomer
Ulrich_von_Jungingen
Massacres_of_Poles_in_Volhynia_and_Eastern_Galicia
Johann_Georg_Elser
Jürgen_Moltmann
Jehoash_of_Judah
Eric_Liddell
Zelimkhan_Yandarbiyev
Dietrich_Fischer-Dieskau
William_Mountfort
Ibrahim_al-Hamdi
Christopher_Cradock
Mirabal_sisters
William_T._Fitzsimons
Yonatan_Netanyahu
Amaziah_of_Judah
Shallum_of_Israel
Dan_White
Dominique_Dunne
Andrew_Moray
Carl_von_Donop
Gaius_Flaminius_Nepos
